analysis_set,dataset,endpoint_class,test_row_index,multiplicity
archived_matches,CHEMBL235_EC50,cliff,281,2
archived_matches,CHEMBL235_EC50,cliff,282,1
archived_matches,CHEMBL235_EC50,cliff,283,1
archived_matches,CHEMBL235_EC50,cliff,284,2
archived_matches,CHEMBL235_EC50,cliff,285,2
archived_matches,CHEMBL235_EC50,cliff,286,5
archived_matches,CHEMBL235_EC50,cliff,287,2
archived_matches,CHEMBL235_EC50,cliff,290,1
archived_matches,CHEMBL235_EC50,cliff,291,2
archived_matches,CHEMBL235_EC50,cliff,292,2
archived_matches,CHEMBL235_EC50,cliff,293,2
archived_matches,CHEMBL235_EC50,cliff,294,1
archived_matches,CHEMBL235_EC50,cliff,296,2
archived_matches,CHEMBL235_EC50,cliff,297,1
archived_matches,CHEMBL235_EC50,noncliff,5,2
archived_matches,CHEMBL235_EC50,noncliff,6,1
archived_matches,CHEMBL235_EC50,noncliff,7,1
archived_matches,CHEMBL235_EC50,noncliff,9,1
archived_matches,CHEMBL235_EC50,noncliff,11,3
archived_matches,CHEMBL235_EC50,noncliff,12,1
archived_matches,CHEMBL235_EC50,noncliff,13,1
archived_matches,CHEMBL235_EC50,noncliff,22,2
archived_matches,CHEMBL235_EC50,noncliff,28,3
archived_matches,CHEMBL235_EC50,noncliff,38,1
archived_matches,CHEMBL235_EC50,noncliff,41,1
archived_matches,CHEMBL235_EC50,noncliff,42,2
archived_matches,CHEMBL235_EC50,noncliff,44,1
archived_matches,CHEMBL235_EC50,noncliff,49,2
archived_matches,CHEMBL235_EC50,noncliff,52,1
archived_matches,CHEMBL235_EC50,noncliff,56,1
archived_matches,CHEMBL235_EC50,noncliff,58,1
archived_matches,CHEMBL235_EC50,noncliff,59,1
archived_matches,CHEMBL235_EC50,noncliff,60,2
archived_matches,CHEMBL235_EC50,noncliff,62,3
archived_matches,CHEMBL235_EC50,noncliff,63,1
archived_matches,CHEMBL235_EC50,noncliff,66,1
archived_matches,CHEMBL235_EC50,noncliff,71,1
archived_matches,CHEMBL235_EC50,noncliff,72,1
archived_matches,CHEMBL235_EC50,noncliff,73,1
archived_matches,CHEMBL235_EC50,noncliff,76,1
archived_matches,CHEMBL235_EC50,noncliff,81,1
archived_matches,CHEMBL235_EC50,noncliff,86,2
archived_matches,CHEMBL235_EC50,noncliff,87,1
archived_matches,CHEMBL235_EC50,noncliff,93,1
archived_matches,CHEMBL235_EC50,noncliff,94,1
archived_matches,CHEMBL235_EC50,noncliff,99,1
archived_matches,CHEMBL235_EC50,noncliff,102,2
archived_matches,CHEMBL235_EC50,noncliff,103,2
archived_matches,CHEMBL235_EC50,noncliff,105,1
archived_matches,CHEMBL235_EC50,noncliff,107,2
archived_matches,CHEMBL235_EC50,noncliff,108,1
archived_matches,CHEMBL235_EC50,noncliff,110,1
archived_matches,CHEMBL235_EC50,noncliff,118,2
archived_matches,CHEMBL235_EC50,noncliff,119,1
archived_matches,CHEMBL235_EC50,noncliff,120,3
archived_matches,CHEMBL235_EC50,noncliff,121,1
archived_matches,CHEMBL235_EC50,noncliff,122,3
archived_matches,CHEMBL235_EC50,noncliff,123,2
archived_matches,CHEMBL235_EC50,noncliff,124,2
archived_matches,CHEMBL235_EC50,noncliff,125,4
archived_matches,CHEMBL235_EC50,noncliff,126,1
archived_matches,CHEMBL235_EC50,noncliff,127,2
archived_matches,CHEMBL235_EC50,noncliff,128,3
archived_matches,CHEMBL235_EC50,noncliff,129,1
archived_matches,CHEMBL235_EC50,noncliff,130,3
archived_matches,CHEMBL235_EC50,noncliff,132,1
archived_matches,CHEMBL235_EC50,noncliff,133,2
archived_matches,CHEMBL235_EC50,noncliff,134,1
archived_matches,CHEMBL235_EC50,noncliff,135,1
archived_matches,CHEMBL235_EC50,noncliff,141,1
archived_matches,CHEMBL235_EC50,noncliff,143,2
archived_matches,CHEMBL235_EC50,noncliff,145,1
archived_matches,CHEMBL235_EC50,noncliff,146,2
archived_matches,CHEMBL235_EC50,noncliff,154,1
archived_matches,CHEMBL235_EC50,noncliff,155,1
archived_matches,CHEMBL235_EC50,noncliff,157,2
archived_matches,CHEMBL235_EC50,noncliff,158,1
archived_matches,CHEMBL235_EC50,noncliff,159,1
archived_matches,CHEMBL235_EC50,noncliff,170,1
archived_matches,CHEMBL235_EC50,noncliff,174,1
archived_matches,CHEMBL235_EC50,noncliff,176,1
archived_matches,CHEMBL235_EC50,noncliff,181,1
archived_matches,CHEMBL235_EC50,noncliff,187,4
archived_matches,CHEMBL235_EC50,noncliff,188,2
archived_matches,CHEMBL235_EC50,noncliff,190,2
archived_matches,CHEMBL235_EC50,noncliff,191,3
archived_matches,CHEMBL235_EC50,noncliff,194,2
archived_matches,CHEMBL235_EC50,noncliff,195,1
archived_matches,CHEMBL235_EC50,noncliff,196,2
archived_matches,CHEMBL235_EC50,noncliff,198,1
archived_matches,CHEMBL235_EC50,noncliff,199,2
archived_matches,CHEMBL235_EC50,noncliff,201,1
archived_matches,CHEMBL235_EC50,noncliff,205,1
archived_matches,CHEMBL235_EC50,noncliff,212,1
archived_matches,CHEMBL235_EC50,noncliff,213,1
archived_matches,CHEMBL235_EC50,noncliff,216,1
archived_matches,CHEMBL235_EC50,noncliff,221,1
archived_matches,CHEMBL235_EC50,noncliff,224,1
archived_matches,CHEMBL235_EC50,noncliff,227,2
archived_matches,CHEMBL235_EC50,noncliff,241,1
archived_matches,CHEMBL235_EC50,noncliff,251,1
archived_matches,CHEMBL235_EC50,noncliff,252,1
archived_matches,CHEMBL235_EC50,noncliff,254,1
archived_matches,CHEMBL235_EC50,noncliff,255,1
archived_matches,CHEMBL235_EC50,noncliff,258,1
archived_matches,CHEMBL235_EC50,noncliff,259,1
archived_matches,CHEMBL235_EC50,noncliff,260,1
archived_matches,CHEMBL235_EC50,noncliff,261,1
archived_matches,CHEMBL235_EC50,noncliff,262,1
archived_matches,CHEMBL235_EC50,noncliff,265,1
archived_matches,CHEMBL235_EC50,noncliff,272,1
archived_matches,CHEMBL235_EC50,noncliff,275,1
archived_matches,CHEMBL235_EC50,noncliff,279,1
archived_matches,CHEMBL235_EC50,noncliff,280,1
archived_matches,CHEMBL235_EC50,noncliff,282,3
archived_matches,CHEMBL235_EC50,noncliff,283,1
archived_matches,CHEMBL235_EC50,noncliff,285,3
fixed_endpoint_disjoint,CHEMBL235_EC50,cliff,5,1
fixed_endpoint_disjoint,CHEMBL235_EC50,cliff,77,3
fixed_endpoint_disjoint,CHEMBL235_EC50,cliff,79,1
fixed_endpoint_disjoint,CHEMBL235_EC50,cliff,80,1
fixed_endpoint_disjoint,CHEMBL235_EC50,cliff,81,1
fixed_endpoint_disjoint,CHEMBL235_EC50,cliff,103,2
fixed_endpoint_disjoint,CHEMBL235_EC50,cliff,104,1
fixed_endpoint_disjoint,CHEMBL235_EC50,cliff,105,1
fixed_endpoint_disjoint,CHEMBL235_EC50,cliff,108,1
fixed_endpoint_disjoint,CHEMBL235_EC50,cliff,109,1
fixed_endpoint_disjoint,CHEMBL235_EC50,cliff,119,1
fixed_endpoint_disjoint,CHEMBL235_EC50,cliff,124,1
fixed_endpoint_disjoint,CHEMBL235_EC50,cliff,132,1
fixed_endpoint_disjoint,CHEMBL235_EC50,cliff,133,1
fixed_endpoint_disjoint,CHEMBL235_EC50,cliff,154,1
fixed_endpoint_disjoint,CHEMBL235_EC50,cliff,156,1
fixed_endpoint_disjoint,CHEMBL235_EC50,cliff,159,1
fixed_endpoint_disjoint,CHEMBL235_EC50,cliff,160,1
fixed_endpoint_disjoint,CHEMBL235_EC50,cliff,170,1
fixed_endpoint_disjoint,CHEMBL235_EC50,cliff,172,1
fixed_endpoint_disjoint,CHEMBL235_EC50,cliff,174,2
fixed_endpoint_disjoint,CHEMBL235_EC50,cliff,176,1
fixed_endpoint_disjoint,CHEMBL235_EC50,cliff,177,1
fixed_endpoint_disjoint,CHEMBL235_EC50,cliff,180,2
fixed_endpoint_disjoint,CHEMBL235_EC50,cliff,192,1
fixed_endpoint_disjoint,CHEMBL235_EC50,cliff,195,1
fixed_endpoint_disjoint,CHEMBL235_EC50,cliff,200,2
fixed_endpoint_disjoint,CHEMBL235_EC50,cliff,211,1
fixed_endpoint_disjoint,CHEMBL235_EC50,cliff,227,1
fixed_endpoint_disjoint,CHEMBL235_EC50,cliff,235,1
fixed_endpoint_disjoint,CHEMBL235_EC50,cliff,238,1
fixed_endpoint_disjoint,CHEMBL235_EC50,cliff,258,1
fixed_endpoint_disjoint,CHEMBL235_EC50,cliff,261,1
fixed_endpoint_disjoint,CHEMBL235_EC50,cliff,262,2
fixed_endpoint_disjoint,CHEMBL235_EC50,cliff,266,1
fixed_endpoint_disjoint,CHEMBL235_EC50,cliff,268,1
fixed_endpoint_disjoint,CHEMBL235_EC50,cliff,283,1
fixed_endpoint_disjoint,CHEMBL235_EC50,cliff,284,1
fixed_endpoint_disjoint,CHEMBL235_EC50,cliff,285,1
fixed_endpoint_disjoint,CHEMBL235_EC50,cliff,286,1
fixed_endpoint_disjoint,CHEMBL235_EC50,cliff,287,1
fixed_endpoint_disjoint,CHEMBL235_EC50,cliff,290,1
fixed_endpoint_disjoint,CHEMBL235_EC50,cliff,291,1
fixed_endpoint_disjoint,CHEMBL235_EC50,cliff,292,1
fixed_endpoint_disjoint,CHEMBL235_EC50,cliff,293,1
fixed_endpoint_disjoint,CHEMBL235_EC50,cliff,294,1
fixed_endpoint_disjoint,CHEMBL235_EC50,cliff,296,1
fixed_endpoint_disjoint,CHEMBL235_EC50,noncliff,7,1
fixed_endpoint_disjoint,CHEMBL235_EC50,noncliff,22,2
fixed_endpoint_disjoint,CHEMBL235_EC50,noncliff,28,3
fixed_endpoint_disjoint,CHEMBL235_EC50,noncliff,41,1
fixed_endpoint_disjoint,CHEMBL235_EC50,noncliff,42,1
fixed_endpoint_disjoint,CHEMBL235_EC50,noncliff,44,1
fixed_endpoint_disjoint,CHEMBL235_EC50,noncliff,52,1
fixed_endpoint_disjoint,CHEMBL235_EC50,noncliff,56,1
fixed_endpoint_disjoint,CHEMBL235_EC50,noncliff,58,1
fixed_endpoint_disjoint,CHEMBL235_EC50,noncliff,59,1
fixed_endpoint_disjoint,CHEMBL235_EC50,noncliff,60,2
fixed_endpoint_disjoint,CHEMBL235_EC50,noncliff,62,3
fixed_endpoint_disjoint,CHEMBL235_EC50,noncliff,63,1
fixed_endpoint_disjoint,CHEMBL235_EC50,noncliff,71,1
fixed_endpoint_disjoint,CHEMBL235_EC50,noncliff,72,1
fixed_endpoint_disjoint,CHEMBL235_EC50,noncliff,73,1
fixed_endpoint_disjoint,CHEMBL235_EC50,noncliff,76,1
fixed_endpoint_disjoint,CHEMBL235_EC50,noncliff,86,2
fixed_endpoint_disjoint,CHEMBL235_EC50,noncliff,87,1
fixed_endpoint_disjoint,CHEMBL235_EC50,noncliff,93,1
fixed_endpoint_disjoint,CHEMBL235_EC50,noncliff,94,1
fixed_endpoint_disjoint,CHEMBL235_EC50,noncliff,121,1
fixed_endpoint_disjoint,CHEMBL235_EC50,noncliff,123,2
fixed_endpoint_disjoint,CHEMBL235_EC50,noncliff,126,1
fixed_endpoint_disjoint,CHEMBL235_EC50,noncliff,141,1
fixed_endpoint_disjoint,CHEMBL235_EC50,noncliff,143,2
fixed_endpoint_disjoint,CHEMBL235_EC50,noncliff,145,1
fixed_endpoint_disjoint,CHEMBL235_EC50,noncliff,146,2
fixed_endpoint_disjoint,CHEMBL235_EC50,noncliff,155,1
fixed_endpoint_disjoint,CHEMBL235_EC50,noncliff,157,1
fixed_endpoint_disjoint,CHEMBL235_EC50,noncliff,194,1
fixed_endpoint_disjoint,CHEMBL235_EC50,noncliff,196,1
fixed_endpoint_disjoint,CHEMBL235_EC50,noncliff,212,1
fixed_endpoint_disjoint,CHEMBL235_EC50,noncliff,213,1
fixed_endpoint_disjoint,CHEMBL235_EC50,noncliff,216,1
fixed_endpoint_disjoint,CHEMBL235_EC50,noncliff,221,1
fixed_endpoint_disjoint,CHEMBL235_EC50,noncliff,224,1
fixed_endpoint_disjoint,CHEMBL235_EC50,noncliff,251,1
fixed_endpoint_disjoint,CHEMBL235_EC50,noncliff,252,1
fixed_endpoint_disjoint,CHEMBL235_EC50,noncliff,254,1
fixed_endpoint_disjoint,CHEMBL235_EC50,noncliff,255,1
fixed_endpoint_disjoint,CHEMBL235_EC50,noncliff,265,1
fixed_endpoint_disjoint,CHEMBL235_EC50,noncliff,272,1
fixed_endpoint_disjoint,CHEMBL235_EC50,noncliff,275,1
archived_matches,CHEMBL236_Ki,cliff,1,1
archived_matches,CHEMBL236_Ki,cliff,2,1
archived_matches,CHEMBL236_Ki,cliff,4,1
archived_matches,CHEMBL236_Ki,cliff,5,1
archived_matches,CHEMBL236_Ki,cliff,11,1
archived_matches,CHEMBL236_Ki,cliff,12,1
archived_matches,CHEMBL236_Ki,cliff,17,1
archived_matches,CHEMBL236_Ki,cliff,29,1
archived_matches,CHEMBL236_Ki,cliff,30,1
archived_matches,CHEMBL236_Ki,cliff,35,2
archived_matches,CHEMBL236_Ki,cliff,44,1
archived_matches,CHEMBL236_Ki,cliff,47,1
archived_matches,CHEMBL236_Ki,cliff,48,1
archived_matches,CHEMBL236_Ki,cliff,49,2
archived_matches,CHEMBL236_Ki,cliff,50,1
archived_matches,CHEMBL236_Ki,cliff,51,7
archived_matches,CHEMBL236_Ki,cliff,54,1
archived_matches,CHEMBL236_Ki,cliff,60,1
archived_matches,CHEMBL236_Ki,cliff,61,1
archived_matches,CHEMBL236_Ki,cliff,62,1
archived_matches,CHEMBL236_Ki,cliff,63,1
archived_matches,CHEMBL236_Ki,cliff,64,4
archived_matches,CHEMBL236_Ki,cliff,65,1
archived_matches,CHEMBL236_Ki,cliff,67,1
archived_matches,CHEMBL236_Ki,cliff,76,1
archived_matches,CHEMBL236_Ki,cliff,77,1
archived_matches,CHEMBL236_Ki,cliff,78,2
archived_matches,CHEMBL236_Ki,cliff,84,1
archived_matches,CHEMBL236_Ki,cliff,91,2
archived_matches,CHEMBL236_Ki,cliff,92,6
archived_matches,CHEMBL236_Ki,cliff,93,2
archived_matches,CHEMBL236_Ki,cliff,94,2
archived_matches,CHEMBL236_Ki,cliff,95,3
archived_matches,CHEMBL236_Ki,cliff,96,2
archived_matches,CHEMBL236_Ki,cliff,98,1
archived_matches,CHEMBL236_Ki,cliff,99,1
archived_matches,CHEMBL236_Ki,cliff,102,1
archived_matches,CHEMBL236_Ki,cliff,105,3
archived_matches,CHEMBL236_Ki,cliff,111,1
archived_matches,CHEMBL236_Ki,cliff,112,1
archived_matches,CHEMBL236_Ki,cliff,113,4
archived_matches,CHEMBL236_Ki,cliff,114,1
archived_matches,CHEMBL236_Ki,cliff,118,2
archived_matches,CHEMBL236_Ki,cliff,119,2
archived_matches,CHEMBL236_Ki,cliff,120,2
archived_matches,CHEMBL236_Ki,cliff,122,1
archived_matches,CHEMBL236_Ki,cliff,123,1
archived_matches,CHEMBL236_Ki,cliff,130,1
archived_matches,CHEMBL236_Ki,cliff,134,1
archived_matches,CHEMBL236_Ki,cliff,138,1
archived_matches,CHEMBL236_Ki,cliff,141,3
archived_matches,CHEMBL236_Ki,cliff,144,1
archived_matches,CHEMBL236_Ki,cliff,146,1
archived_matches,CHEMBL236_Ki,cliff,153,1
archived_matches,CHEMBL236_Ki,cliff,154,1
archived_matches,CHEMBL236_Ki,cliff,156,5
archived_matches,CHEMBL236_Ki,cliff,157,1
archived_matches,CHEMBL236_Ki,cliff,174,7
archived_matches,CHEMBL236_Ki,cliff,177,4
archived_matches,CHEMBL236_Ki,cliff,185,1
archived_matches,CHEMBL236_Ki,cliff,188,1
archived_matches,CHEMBL236_Ki,cliff,189,2
archived_matches,CHEMBL236_Ki,cliff,190,4
archived_matches,CHEMBL236_Ki,cliff,191,2
archived_matches,CHEMBL236_Ki,cliff,192,6
archived_matches,CHEMBL236_Ki,cliff,193,5
archived_matches,CHEMBL236_Ki,cliff,194,1
archived_matches,CHEMBL236_Ki,cliff,199,2
archived_matches,CHEMBL236_Ki,cliff,201,1
archived_matches,CHEMBL236_Ki,cliff,204,1
archived_matches,CHEMBL236_Ki,cliff,208,2
archived_matches,CHEMBL236_Ki,cliff,228,2
archived_matches,CHEMBL236_Ki,cliff,229,2
archived_matches,CHEMBL236_Ki,cliff,230,2
archived_matches,CHEMBL236_Ki,cliff,232,3
archived_matches,CHEMBL236_Ki,cliff,246,4
archived_matches,CHEMBL236_Ki,cliff,247,3
archived_matches,CHEMBL236_Ki,cliff,249,1
archived_matches,CHEMBL236_Ki,cliff,250,5
archived_matches,CHEMBL236_Ki,cliff,254,1
archived_matches,CHEMBL236_Ki,cliff,258,1
archived_matches,CHEMBL236_Ki,cliff,261,1
archived_matches,CHEMBL236_Ki,cliff,263,3
archived_matches,CHEMBL236_Ki,cliff,264,1
archived_matches,CHEMBL236_Ki,cliff,267,1
archived_matches,CHEMBL236_Ki,cliff,287,2
archived_matches,CHEMBL236_Ki,cliff,289,2
archived_matches,CHEMBL236_Ki,cliff,290,2
archived_matches,CHEMBL236_Ki,cliff,291,3
archived_matches,CHEMBL236_Ki,cliff,300,1
archived_matches,CHEMBL236_Ki,cliff,311,4
archived_matches,CHEMBL236_Ki,cliff,322,3
archived_matches,CHEMBL236_Ki,cliff,324,4
archived_matches,CHEMBL236_Ki,cliff,325,4
archived_matches,CHEMBL236_Ki,cliff,326,5
archived_matches,CHEMBL236_Ki,cliff,327,8
archived_matches,CHEMBL236_Ki,cliff,328,8
archived_matches,CHEMBL236_Ki,cliff,329,8
archived_matches,CHEMBL236_Ki,cliff,347,1
archived_matches,CHEMBL236_Ki,cliff,361,2
archived_matches,CHEMBL236_Ki,cliff,374,1
archived_matches,CHEMBL236_Ki,cliff,375,1
archived_matches,CHEMBL236_Ki,cliff,382,1
archived_matches,CHEMBL236_Ki,cliff,386,1
archived_matches,CHEMBL236_Ki,cliff,387,2
archived_matches,CHEMBL236_Ki,cliff,393,5
archived_matches,CHEMBL236_Ki,cliff,401,1
archived_matches,CHEMBL236_Ki,cliff,404,1
archived_matches,CHEMBL236_Ki,cliff,405,4
archived_matches,CHEMBL236_Ki,cliff,407,2
archived_matches,CHEMBL236_Ki,cliff,410,3
archived_matches,CHEMBL236_Ki,cliff,411,1
archived_matches,CHEMBL236_Ki,cliff,413,2
archived_matches,CHEMBL236_Ki,cliff,414,5
archived_matches,CHEMBL236_Ki,cliff,415,5
archived_matches,CHEMBL236_Ki,cliff,434,1
archived_matches,CHEMBL236_Ki,cliff,436,1
archived_matches,CHEMBL236_Ki,cliff,448,1
archived_matches,CHEMBL236_Ki,cliff,451,2
archived_matches,CHEMBL236_Ki,cliff,453,1
archived_matches,CHEMBL236_Ki,cliff,455,2
archived_matches,CHEMBL236_Ki,cliff,456,4
archived_matches,CHEMBL236_Ki,cliff,457,4
archived_matches,CHEMBL236_Ki,cliff,458,1
archived_matches,CHEMBL236_Ki,cliff,459,1
archived_matches,CHEMBL236_Ki,cliff,473,1
archived_matches,CHEMBL236_Ki,cliff,477,1
archived_matches,CHEMBL236_Ki,cliff,481,1
archived_matches,CHEMBL236_Ki,cliff,485,3
archived_matches,CHEMBL236_Ki,cliff,492,3
archived_matches,CHEMBL236_Ki,cliff,493,2
archived_matches,CHEMBL236_Ki,cliff,500,1
archived_matches,CHEMBL236_Ki,cliff,501,1
archived_matches,CHEMBL236_Ki,cliff,502,2
archived_matches,CHEMBL236_Ki,noncliff,3,1
archived_matches,CHEMBL236_Ki,noncliff,6,1
archived_matches,CHEMBL236_Ki,noncliff,8,1
archived_matches,CHEMBL236_Ki,noncliff,11,1
archived_matches,CHEMBL236_Ki,noncliff,12,2
archived_matches,CHEMBL236_Ki,noncliff,16,1
archived_matches,CHEMBL236_Ki,noncliff,17,1
archived_matches,CHEMBL236_Ki,noncliff,21,1
archived_matches,CHEMBL236_Ki,noncliff,25,1
archived_matches,CHEMBL236_Ki,noncliff,26,1
archived_matches,CHEMBL236_Ki,noncliff,32,1
archived_matches,CHEMBL236_Ki,noncliff,39,1
archived_matches,CHEMBL236_Ki,noncliff,40,2
archived_matches,CHEMBL236_Ki,noncliff,42,1
archived_matches,CHEMBL236_Ki,noncliff,46,2
archived_matches,CHEMBL236_Ki,noncliff,47,2
archived_matches,CHEMBL236_Ki,noncliff,48,2
archived_matches,CHEMBL236_Ki,noncliff,49,4
archived_matches,CHEMBL236_Ki,noncliff,50,1
archived_matches,CHEMBL236_Ki,noncliff,51,1
archived_matches,CHEMBL236_Ki,noncliff,54,1
archived_matches,CHEMBL236_Ki,noncliff,62,1
archived_matches,CHEMBL236_Ki,noncliff,63,1
archived_matches,CHEMBL236_Ki,noncliff,64,1
archived_matches,CHEMBL236_Ki,noncliff,65,1
archived_matches,CHEMBL236_Ki,noncliff,67,1
archived_matches,CHEMBL236_Ki,noncliff,73,1
archived_matches,CHEMBL236_Ki,noncliff,79,1
archived_matches,CHEMBL236_Ki,noncliff,87,1
archived_matches,CHEMBL236_Ki,noncliff,91,2
archived_matches,CHEMBL236_Ki,noncliff,92,1
archived_matches,CHEMBL236_Ki,noncliff,93,1
archived_matches,CHEMBL236_Ki,noncliff,94,4
archived_matches,CHEMBL236_Ki,noncliff,95,2
archived_matches,CHEMBL236_Ki,noncliff,96,4
archived_matches,CHEMBL236_Ki,noncliff,98,1
archived_matches,CHEMBL236_Ki,noncliff,105,2
archived_matches,CHEMBL236_Ki,noncliff,113,2
archived_matches,CHEMBL236_Ki,noncliff,134,1
archived_matches,CHEMBL236_Ki,noncliff,137,2
archived_matches,CHEMBL236_Ki,noncliff,138,1
archived_matches,CHEMBL236_Ki,noncliff,139,2
archived_matches,CHEMBL236_Ki,noncliff,140,1
archived_matches,CHEMBL236_Ki,noncliff,143,1
archived_matches,CHEMBL236_Ki,noncliff,144,2
archived_matches,CHEMBL236_Ki,noncliff,149,1
archived_matches,CHEMBL236_Ki,noncliff,150,1
archived_matches,CHEMBL236_Ki,noncliff,152,2
archived_matches,CHEMBL236_Ki,noncliff,153,2
archived_matches,CHEMBL236_Ki,noncliff,154,4
archived_matches,CHEMBL236_Ki,noncliff,155,2
archived_matches,CHEMBL236_Ki,noncliff,156,2
archived_matches,CHEMBL236_Ki,noncliff,157,1
archived_matches,CHEMBL236_Ki,noncliff,158,2
archived_matches,CHEMBL236_Ki,noncliff,177,1
archived_matches,CHEMBL236_Ki,noncliff,178,1
archived_matches,CHEMBL236_Ki,noncliff,181,1
archived_matches,CHEMBL236_Ki,noncliff,185,2
archived_matches,CHEMBL236_Ki,noncliff,188,2
archived_matches,CHEMBL236_Ki,noncliff,189,1
archived_matches,CHEMBL236_Ki,noncliff,190,2
archived_matches,CHEMBL236_Ki,noncliff,191,2
archived_matches,CHEMBL236_Ki,noncliff,192,3
archived_matches,CHEMBL236_Ki,noncliff,193,1
archived_matches,CHEMBL236_Ki,noncliff,194,1
archived_matches,CHEMBL236_Ki,noncliff,196,2
archived_matches,CHEMBL236_Ki,noncliff,197,3
archived_matches,CHEMBL236_Ki,noncliff,198,1
archived_matches,CHEMBL236_Ki,noncliff,200,1
archived_matches,CHEMBL236_Ki,noncliff,204,1
archived_matches,CHEMBL236_Ki,noncliff,205,4
archived_matches,CHEMBL236_Ki,noncliff,208,2
archived_matches,CHEMBL236_Ki,noncliff,213,1
archived_matches,CHEMBL236_Ki,noncliff,214,1
archived_matches,CHEMBL236_Ki,noncliff,215,3
archived_matches,CHEMBL236_Ki,noncliff,216,1
archived_matches,CHEMBL236_Ki,noncliff,218,2
archived_matches,CHEMBL236_Ki,noncliff,219,1
archived_matches,CHEMBL236_Ki,noncliff,224,1
archived_matches,CHEMBL236_Ki,noncliff,227,1
archived_matches,CHEMBL236_Ki,noncliff,229,2
archived_matches,CHEMBL236_Ki,noncliff,240,2
archived_matches,CHEMBL236_Ki,noncliff,246,2
archived_matches,CHEMBL236_Ki,noncliff,247,2
archived_matches,CHEMBL236_Ki,noncliff,248,2
archived_matches,CHEMBL236_Ki,noncliff,249,3
archived_matches,CHEMBL236_Ki,noncliff,254,1
archived_matches,CHEMBL236_Ki,noncliff,285,3
archived_matches,CHEMBL236_Ki,noncliff,286,2
archived_matches,CHEMBL236_Ki,noncliff,287,1
archived_matches,CHEMBL236_Ki,noncliff,288,2
archived_matches,CHEMBL236_Ki,noncliff,289,2
archived_matches,CHEMBL236_Ki,noncliff,290,5
archived_matches,CHEMBL236_Ki,noncliff,291,3
archived_matches,CHEMBL236_Ki,noncliff,296,3
archived_matches,CHEMBL236_Ki,noncliff,304,2
archived_matches,CHEMBL236_Ki,noncliff,305,1
archived_matches,CHEMBL236_Ki,noncliff,311,4
archived_matches,CHEMBL236_Ki,noncliff,312,1
archived_matches,CHEMBL236_Ki,noncliff,313,1
archived_matches,CHEMBL236_Ki,noncliff,322,5
archived_matches,CHEMBL236_Ki,noncliff,324,2
archived_matches,CHEMBL236_Ki,noncliff,325,3
archived_matches,CHEMBL236_Ki,noncliff,326,3
archived_matches,CHEMBL236_Ki,noncliff,327,1
archived_matches,CHEMBL236_Ki,noncliff,328,2
archived_matches,CHEMBL236_Ki,noncliff,329,1
archived_matches,CHEMBL236_Ki,noncliff,331,1
archived_matches,CHEMBL236_Ki,noncliff,333,1
archived_matches,CHEMBL236_Ki,noncliff,334,1
archived_matches,CHEMBL236_Ki,noncliff,335,1
archived_matches,CHEMBL236_Ki,noncliff,336,1
archived_matches,CHEMBL236_Ki,noncliff,337,1
archived_matches,CHEMBL236_Ki,noncliff,338,1
archived_matches,CHEMBL236_Ki,noncliff,342,1
archived_matches,CHEMBL236_Ki,noncliff,343,2
archived_matches,CHEMBL236_Ki,noncliff,346,4
archived_matches,CHEMBL236_Ki,noncliff,355,1
archived_matches,CHEMBL236_Ki,noncliff,359,1
archived_matches,CHEMBL236_Ki,noncliff,360,1
archived_matches,CHEMBL236_Ki,noncliff,371,1
archived_matches,CHEMBL236_Ki,noncliff,379,1
archived_matches,CHEMBL236_Ki,noncliff,381,2
archived_matches,CHEMBL236_Ki,noncliff,382,2
archived_matches,CHEMBL236_Ki,noncliff,384,2
archived_matches,CHEMBL236_Ki,noncliff,387,1
archived_matches,CHEMBL236_Ki,noncliff,390,1
archived_matches,CHEMBL236_Ki,noncliff,392,3
archived_matches,CHEMBL236_Ki,noncliff,393,3
archived_matches,CHEMBL236_Ki,noncliff,394,2
archived_matches,CHEMBL236_Ki,noncliff,401,2
archived_matches,CHEMBL236_Ki,noncliff,407,2
archived_matches,CHEMBL236_Ki,noncliff,408,2
archived_matches,CHEMBL236_Ki,noncliff,409,5
archived_matches,CHEMBL236_Ki,noncliff,410,4
archived_matches,CHEMBL236_Ki,noncliff,413,2
archived_matches,CHEMBL236_Ki,noncliff,414,3
archived_matches,CHEMBL236_Ki,noncliff,415,1
archived_matches,CHEMBL236_Ki,noncliff,434,1
archived_matches,CHEMBL236_Ki,noncliff,437,1
archived_matches,CHEMBL236_Ki,noncliff,439,1
archived_matches,CHEMBL236_Ki,noncliff,440,1
archived_matches,CHEMBL236_Ki,noncliff,441,1
archived_matches,CHEMBL236_Ki,noncliff,445,2
archived_matches,CHEMBL236_Ki,noncliff,449,1
archived_matches,CHEMBL236_Ki,noncliff,452,1
archived_matches,CHEMBL236_Ki,noncliff,453,1
archived_matches,CHEMBL236_Ki,noncliff,454,1
archived_matches,CHEMBL236_Ki,noncliff,456,1
archived_matches,CHEMBL236_Ki,noncliff,457,1
archived_matches,CHEMBL236_Ki,noncliff,458,1
archived_matches,CHEMBL236_Ki,noncliff,459,2
archived_matches,CHEMBL236_Ki,noncliff,461,1
archived_matches,CHEMBL236_Ki,noncliff,464,1
archived_matches,CHEMBL236_Ki,noncliff,468,2
