match_id,cliff_i,cliff_j,noncliff_i,noncliff_j,dataset,environment,representation
132,448,457,449,459,CHEMBL236_Ki,mmp_series,ecfp
133,451,456,240,415,CHEMBL236_Ki,mmp_series,ecfp
134,455,456,407,413,CHEMBL236_Ki,mmp_series,ecfp
135,455,457,324,326,CHEMBL236_Ki,mmp_series,ecfp
136,456,457,152,153,CHEMBL236_Ki,mmp_series,ecfp
137,456,459,401,409,CHEMBL236_Ki,mmp_series,ecfp
138,457,458,457,459,CHEMBL236_Ki,mmp_series,ecfp
139,473,485,464,477,CHEMBL236_Ki,mmp_series,ecfp
140,477,485,477,481,CHEMBL236_Ki,mmp_series,ecfp
141,481,485,473,477,CHEMBL236_Ki,mmp_series,ecfp
142,500,502,337,343,CHEMBL236_Ki,mmp_series,ecfp
143,501,502,134,144,CHEMBL236_Ki,mmp_series,ecfp
0,1,2,345,507,CHEMBL236_Ki,original,ecfp
1,4,8,140,214,CHEMBL236_Ki,original,ecfp
2,17,204,141,142,CHEMBL236_Ki,original,ecfp
3,34,375,69,429,CHEMBL236_Ki,original,ecfp
4,47,375,249,250,CHEMBL236_Ki,original,ecfp
5,63,64,500,501,CHEMBL236_Ki,original,ecfp
6,69,204,258,498,CHEMBL236_Ki,original,ecfp
7,73,74,503,509,CHEMBL236_Ki,original,ecfp
8,82,125,426,434,CHEMBL236_Ki,original,ecfp
9,89,90,273,274,CHEMBL236_Ki,original,ecfp
10,95,375,442,443,CHEMBL236_Ki,original,ecfp
11,99,122,99,110,CHEMBL236_Ki,original,ecfp
12,101,102,402,425,CHEMBL236_Ki,original,ecfp
13,101,213,113,117,CHEMBL236_Ki,original,ecfp
14,106,109,107,109,CHEMBL236_Ki,original,ecfp
15,108,122,99,108,CHEMBL236_Ki,original,ecfp
16,109,111,108,111,CHEMBL236_Ki,original,ecfp
17,109,122,99,109,CHEMBL236_Ki,original,ecfp
18,110,122,108,110,CHEMBL236_Ki,original,ecfp
19,111,122,110,111,CHEMBL236_Ki,original,ecfp
20,153,341,136,202,CHEMBL236_Ki,original,ecfp
21,182,183,337,347,CHEMBL236_Ki,original,ecfp
22,207,208,178,180,CHEMBL236_Ki,original,ecfp
23,215,223,178,179,CHEMBL236_Ki,original,ecfp
24,245,246,113,115,CHEMBL236_Ki,original,ecfp
25,254,257,79,82,CHEMBL236_Ki,original,ecfp
26,258,496,116,117,CHEMBL236_Ki,original,ecfp
27,258,502,105,109,CHEMBL236_Ki,original,ecfp
28,259,499,115,119,CHEMBL236_Ki,original,ecfp
29,263,516,15,133,CHEMBL236_Ki,original,ecfp
30,277,281,384,390,CHEMBL236_Ki,original,ecfp
31,279,281,277,279,CHEMBL236_Ki,original,ecfp
32,303,304,78,214,CHEMBL236_Ki,original,ecfp
33,306,307,519,520,CHEMBL236_Ki,original,ecfp
34,330,331,36,37,CHEMBL236_Ki,original,ecfp
35,349,357,308,309,CHEMBL236_Ki,original,ecfp
36,386,393,237,238,CHEMBL236_Ki,original,ecfp
37,407,408,103,104,CHEMBL236_Ki,original,ecfp
38,413,415,154,155,CHEMBL236_Ki,original,ecfp
39,413,416,115,118,CHEMBL236_Ki,original,ecfp
40,413,438,395,396,CHEMBL236_Ki,original,ecfp
41,414,415,402,423,CHEMBL236_Ki,original,ecfp
42,414,416,78,140,CHEMBL236_Ki,original,ecfp
43,424,441,402,424,CHEMBL236_Ki,original,ecfp
44,424,467,470,471,CHEMBL236_Ki,original,ecfp
45,496,502,265,439,CHEMBL236_Ki,original,ecfp
46,503,507,345,503,CHEMBL236_Ki,original,ecfp
47,504,507,345,505,CHEMBL236_Ki,original,ecfp
48,504,508,504,509,CHEMBL236_Ki,original,ecfp
49,505,507,503,508,CHEMBL236_Ki,original,ecfp
50,506,508,506,509,CHEMBL236_Ki,original,ecfp
